FirstName,LastName,Email,Phone,Address,City,State,ZipCode,Country,OrderDate,Time,ShippingAddress,OrderStatus,ProductName,ProductPrice,Category,Quantity,TransactionID,StoreLocation
Angela,Wright,anthonynichols@example.net,(02).2020.7136,9 Jackson Trailer,Elizabethland,Tasmania,2991,Australia,26/12/2023,21:27:38,21 French Distributor,Pending,Adidas Running Shoes,70,Footwear,1,e98d08e1-be4d-4fa9-bef9-ec327b85cabb,Melbourne
Angela,Wright,anthonynichols@example.net,(02).2020.7136,9 Jackson Trailer,Elizabethland,Tasmania,2991,Australia,26/12/2023,15:29:07,96 Morgan Steps,Pending,Dell XPS 13,1500,Electronics,2,e98d08e1-be4d-4fa9-bef9-ec327b85cabb,Adelaide
Angela,Wright,anthonynichols@example.net,(02).2020.7136,9 Jackson Trailer,Elizabethland,Tasmania,2991,Australia,26/12/2023,03:15:07,2/58 Hickman Glade,Pending,Harry Potter Book,20,Books,3,e98d08e1-be4d-4fa9-bef9-ec327b85cabb,Brisbane
Michael,Evans,joanne38@example.net,+61-7-8098-4440,7 Vasquez Rue,St. Carolyn,Queensland,7047,Australia,26/12/2023,17:32:20,Level 8 14 Kelly Way,Pending,LG Washing Machine,800,Home Appliances,2,03fcdb49-44f4-455d-89f5-fc1ee2e39759,Sydney
Jason,Smith,juan30@example.net,+61 432 340 575,Suite 858 6 Laura Ramble,New Ellen,New South Wales,2613,Australia,26/12/2023,02:01:32,96/027 Little Glen,Pending,Dell XPS 13,1500,Electronics,1,3ae4976a-d37c-4054-8ce7-631ffe8cbd5f,Melbourne
Jason,Smith,juan30@example.net,+61 432 340 575,Suite 858 6 Laura Ramble,New Ellen,New South Wales,2613,Australia,26/12/2023,11:25:36,30/8 Jim Rotary,Pending,LG Washing Machine,800,Home Appliances,2,3ae4976a-d37c-4054-8ce7-631ffe8cbd5f,Sydney
Jason,Smith,juan30@example.net,+61 432 340 575,Suite 858 6 Laura Ramble,New Ellen,New South Wales,2613,Australia,26/12/2023,08:45:48,5 Cardenas Plaza,Pending,Harry Potter Book,20,Books,3,3ae4976a-d37c-4054-8ce7-631ffe8cbd5f,Perth
Patrick,Moore,justin77@example.org,(02) 6952 3996,Suite 643 785 Miller Circus,Johnsonborough,Australian Capital Territory,2966,Australia,26/12/2023,23:39:22,141 Bradford Reach,Pending,Nike T-Shirt,25,Clothing,2,a0282587-2ec7-420d-9d77-a44011275780,Melbourne
Patrick,Moore,justin77@example.org,(02) 6952 3996,Suite 643 785 Miller Circus,Johnsonborough,Australian Capital Territory,2966,Australia,26/12/2023,13:37:01,Suite 230 1 Gerald Garden,Pending,Samsung Refrigerator,1800,Home Appliances,3,a0282587-2ec7-420d-9d77-a44011275780,Adelaide
Patrick,Moore,justin77@example.org,(02) 6952 3996,Suite 643 785 Miller Circus,Johnsonborough,Australian Capital Territory,2966,Australia,26/12/2023,15:00:17,61/772 Ian Distributor,Pending,Harry Potter Book,20,Books,1,a0282587-2ec7-420d-9d77-a44011275780,Melbourne
Patrick,Moore,justin77@example.org,(02) 6952 3996,Suite 643 785 Miller Circus,Johnsonborough,Australian Capital Territory,2966,Australia,26/12/2023,08:01:09,07 Gaines Link,Pending,Adidas Running Shoes,70,Footwear,3,a0282587-2ec7-420d-9d77-a44011275780,Sydney
Patrick,Moore,justin77@example.org,(02) 6952 3996,Suite 643 785 Miller Circus,Johnsonborough,Australian Capital Territory,2966,Australia,26/12/2023,14:30:49,Level 0 787 Carter Pathway,Pending,Dell XPS 13,1500,Electronics,1,a0282587-2ec7-420d-9d77-a44011275780,Adelaide
Joseph,Briggs,whiteedward@example.com,07-8803-8607,Level 2 220 Leslie Right Of Way,North Jillian,South Australia,2916,Australia,26/12/2023,20:49:20,00 Gross Retreat,Pending,Nike T-Shirt,25,Clothing,2,a7e758c0-ecc1-466b-aef6-9c402ff4ace8,Melbourne
Joseph,Briggs,whiteedward@example.com,07-8803-8607,Level 2 220 Leslie Right Of Way,North Jillian,South Australia,2916,Australia,26/12/2023,02:04:58,Unit 83 8 Karen Courtyard,Pending,Harry Potter Book,20,Books,1,a7e758c0-ecc1-466b-aef6-9c402ff4ace8,Brisbane
Joseph,Briggs,whiteedward@example.com,07-8803-8607,Level 2 220 Leslie Right Of Way,North Jillian,South Australia,2916,Australia,26/12/2023,04:17:16,Unit 72 5 Ryan Crossroad,Pending,iPhone 13,1200,Electronics,1,a7e758c0-ecc1-466b-aef6-9c402ff4ace8,Adelaide
Joseph,Briggs,whiteedward@example.com,07-8803-8607,Level 2 220 Leslie Right Of Way,North Jillian,South Australia,2916,Australia,26/12/2023,02:56:23,2 Aaron Freeway,Pending,Adidas Running Shoes,70,Footwear,3,a7e758c0-ecc1-466b-aef6-9c402ff4ace8,Adelaide
Joseph,Briggs,whiteedward@example.com,07-8803-8607,Level 2 220 Leslie Right Of Way,North Jillian,South Australia,2916,Australia,26/12/2023,06:46:13,281 Page Cutting,Pending,Samsung Refrigerator,1800,Home Appliances,2,a7e758c0-ecc1-466b-aef6-9c402ff4ace8,Sydney
Keith,Kennedy,alexandra56@example.com,0430.071.255,17 Smith Common,Brandonville,Western Australia,0912,Australia,26/12/2023,01:18:33,5 Greg Circus,Pending,Dell XPS 13,1500,Electronics,1,1f61a7a3-d426-4431-ba7b-99d13443156e,Perth
Keith,Kennedy,alexandra56@example.com,0430.071.255,17 Smith Common,Brandonville,Western Australia,0912,Australia,26/12/2023,13:37:48,561/029 Kimberly Motorway,Pending,Adidas Running Shoes,70,Footwear,2,1f61a7a3-d426-4431-ba7b-99d13443156e,Melbourne
Keith,Kennedy,alexandra56@example.com,0430.071.255,17 Smith Common,Brandonville,Western Australia,0912,Australia,26/12/2023,02:18:31,87 Santos Cove,Pending,iPhone 13,1200,Electronics,2,1f61a7a3-d426-4431-ba7b-99d13443156e,Adelaide
Thomas,Lozano,meaganmann@example.org,+61-7-5179-4785,818 Rachel Lookout,North Ritafort,Australian Capital Territory,2933,Australia,26/12/2023,03:12:17,Flat 02 81 Ewing Ridge,Pending,Samsung Refrigerator,1800,Home Appliances,1,476bd8d6-78c5-4f77-8803-22617b27a2f8,Brisbane
Laurie,Mills,robertramirez@example.com,(03)44052474,Suite 591 4 Sheri Round,Lake Lauren,Queensland,6820,Australia,26/12/2023,04:20:54,32 Nguyen Mall,Pending,LG Washing Machine,800,Home Appliances,1,e002681e-dac9-4ed6-b9ed-bec0fce5cef2,Adelaide
Laurie,Mills,robertramirez@example.com,(03)44052474,Suite 591 4 Sheri Round,Lake Lauren,Queensland,6820,Australia,26/12/2023,07:43:51,Level 7 338 King Lees,Pending,Samsung Refrigerator,1800,Home Appliances,1,e002681e-dac9-4ed6-b9ed-bec0fce5cef2,Sydney
Laurie,Mills,robertramirez@example.com,(03)44052474,Suite 591 4 Sheri Round,Lake Lauren,Queensland,6820,Australia,26/12/2023,06:56:02,9 Weber Anchorage,Pending,Dell XPS 13,1500,Electronics,1,e002681e-dac9-4ed6-b9ed-bec0fce5cef2,Sydney
Kristen,Pham,reeseryan@example.net,07.6579.4102,3 Browning Centre,North James,Northern Territory,2652,Australia,26/12/2023,04:45:30,02 Zimmerman Terrace,Pending,Levi's 501 Jeans,100,Clothing,1,876ee1a9-2549-4b7c-afae-c3bd0e6935a8,Sydney
Kristen,Pham,reeseryan@example.net,07.6579.4102,3 Browning Centre,North James,Northern Territory,2652,Australia,26/12/2023,09:06:13,101/416 Martin End,Pending,Harry Potter Book,20,Books,2,876ee1a9-2549-4b7c-afae-c3bd0e6935a8,Perth
Kristen,Pham,reeseryan@example.net,07.6579.4102,3 Browning Centre,North James,Northern Territory,2652,Australia,26/12/2023,07:54:23,827 Patricia Edge,Pending,iPhone 13,1200,Electronics,3,876ee1a9-2549-4b7c-afae-c3bd0e6935a8,Melbourne
Kristen,Pham,reeseryan@example.net,07.6579.4102,3 Browning Centre,North James,Northern Territory,2652,Australia,26/12/2023,07:40:59,Level 7 5 Morris Wynd,Pending,LG Washing Machine,800,Home Appliances,3,876ee1a9-2549-4b7c-afae-c3bd0e6935a8,Melbourne
Donald,Lewis,lindsay62@example.net,7261 6459,Apt. 515 303 Peters Approach,St. Kevinfurt,Victoria,2653,Australia,26/12/2023,03:10:38,Suite 105 45 Gregory Edge,Pending,iPhone 13,1200,Electronics,3,49b54bad-d19d-4dec-97e4-9ab164d87c1e,Adelaide
Donald,Lewis,lindsay62@example.net,7261 6459,Apt. 515 303 Peters Approach,St. Kevinfurt,Victoria,2653,Australia,26/12/2023,14:35:55,904 Forbes Strip,Pending,LG Washing Machine,800,Home Appliances,2,49b54bad-d19d-4dec-97e4-9ab164d87c1e,Sydney
Jonathan,Williams,ramossara@example.org,0408-692-557,5/85 Anna Run,Port Nicole,Western Australia,2628,Australia,26/12/2023,20:44:21,95 Thompson Arcade,Pending,iPhone 13,1200,Electronics,2,b7d4dc11-2a3f-452e-baee-3b08389885ca,Adelaide
Jonathan,Williams,ramossara@example.org,0408-692-557,5/85 Anna Run,Port Nicole,Western Australia,2628,Australia,26/12/2023,22:57:05,62/3 Kevin Lane,Pending,Harry Potter Book,20,Books,2,b7d4dc11-2a3f-452e-baee-3b08389885ca,Brisbane
Matthew,Blevins,pmiller@example.com,+61.426.146.691,4 Green Square,St. Kristinabury,Victoria,7283,Australia,26/12/2023,17:02:19,749 Eric State Highway,Pending,Adidas Running Shoes,70,Footwear,2,cf114427-713c-46a8-b5d1-d1cdb44bc614,Adelaide
Matthew,Blevins,pmiller@example.com,+61.426.146.691,4 Green Square,St. Kristinabury,Victoria,7283,Australia,26/12/2023,19:24:15,86/06 Gutierrez End,Pending,Samsung Refrigerator,1800,Home Appliances,3,cf114427-713c-46a8-b5d1-d1cdb44bc614,Sydney
Alexander,Alvarez,rossmelissa@example.net,7369.6314,Suite 787 8 Brittney Ramble,South Saraville,Australian Capital Territory,6913,Australia,26/12/2023,14:23:36,55 James Glade,Pending,Adidas Running Shoes,70,Footwear,1,32205e9c-61ce-4969-9ef1-9a36e625114c,Melbourne
Alexander,Alvarez,rossmelissa@example.net,7369.6314,Suite 787 8 Brittney Ramble,South Saraville,Australian Capital Territory,6913,Australia,26/12/2023,03:15:34,070 Deanna Park,Pending,Levi's 501 Jeans,100,Clothing,3,32205e9c-61ce-4969-9ef1-9a36e625114c,Brisbane
Alexander,Alvarez,rossmelissa@example.net,7369.6314,Suite 787 8 Brittney Ramble,South Saraville,Australian Capital Territory,6913,Australia,26/12/2023,18:08:00,87 White Circle,Pending,Harry Potter Book,20,Books,2,32205e9c-61ce-4969-9ef1-9a36e625114c,Brisbane
Alexander,Alvarez,rossmelissa@example.net,7369.6314,Suite 787 8 Brittney Ramble,South Saraville,Australian Capital Territory,6913,Australia,26/12/2023,03:47:06,07 Anthony Cul-de-sac,Pending,Nike T-Shirt,25,Clothing,3,32205e9c-61ce-4969-9ef1-9a36e625114c,Adelaide
Kristin,Ford,megan64@example.com,+61.473.490.921,6/56 Ellison Cul-de-sac,Kennethchester,Tasmania,8673,Australia,26/12/2023,16:10:28,Flat 06 89 Atkinson Entrance,Pending,LG Washing Machine,800,Home Appliances,3,39a404e6-c53d-4f0c-aa2d-d8666d7273d8,Adelaide
Kristin,Ford,megan64@example.com,+61.473.490.921,6/56 Ellison Cul-de-sac,Kennethchester,Tasmania,8673,Australia,26/12/2023,21:59:40,385 Boyd Chase,Pending,Levi's 501 Jeans,100,Clothing,3,39a404e6-c53d-4f0c-aa2d-d8666d7273d8,Perth
Kristin,Ford,megan64@example.com,+61.473.490.921,6/56 Ellison Cul-de-sac,Kennethchester,Tasmania,8673,Australia,26/12/2023,03:20:15,Unit 64 8 Lowe Link,Pending,Adidas Running Shoes,70,Footwear,3,39a404e6-c53d-4f0c-aa2d-d8666d7273d8,Adelaide
Kristin,Ford,megan64@example.com,+61.473.490.921,6/56 Ellison Cul-de-sac,Kennethchester,Tasmania,8673,Australia,26/12/2023,04:46:26,0 Norton Crossway,Pending,iPhone 13,1200,Electronics,1,39a404e6-c53d-4f0c-aa2d-d8666d7273d8,Perth
Kristen,Gutierrez,nathan43@example.com,+61351990542,Flat 38 8 Humphrey Artery,West Christina,Northern Territory,2946,Australia,26/12/2023,11:49:00,Suite 435 527 Cheryl Point,Pending,Dell XPS 13,1500,Electronics,3,4ef44d7b-8c8e-4f5e-8f03-393875801696,Sydney
Monica,Miller,samantha54@example.org,07 2728 5780,Suite 957 8 Lopez Approach,North Adrianfurt,Tasmania,2396,Australia,26/12/2023,08:59:30,796 Brandon Point,Pending,Nike T-Shirt,25,Clothing,1,7c33cd8b-6798-467e-ac07-0352d67ab0fc,Melbourne
Monica,Miller,samantha54@example.org,07 2728 5780,Suite 957 8 Lopez Approach,North Adrianfurt,Tasmania,2396,Australia,26/12/2023,00:31:19,783 Smith Run,Pending,iPhone 13,1200,Electronics,3,7c33cd8b-6798-467e-ac07-0352d67ab0fc,Adelaide
Monica,Miller,samantha54@example.org,07 2728 5780,Suite 957 8 Lopez Approach,North Adrianfurt,Tasmania,2396,Australia,26/12/2023,23:17:49,67 Lowe Beach,Pending,Dell XPS 13,1500,Electronics,2,7c33cd8b-6798-467e-ac07-0352d67ab0fc,Brisbane
Jennifer,Castillo,marysims@example.net,+61.401.034.798,086 Benjamin Rue,Laneland,Queensland,2935,Australia,26/12/2023,04:48:43,Level 7 73 Wilson Formation,Pending,Levi's 501 Jeans,100,Clothing,1,f31707a8-6f69-42cd-b585-ffb05b7d9f5a,Perth
Jennifer,Castillo,marysims@example.net,+61.401.034.798,086 Benjamin Rue,Laneland,Queensland,2935,Australia,26/12/2023,03:48:33,15 Lee Trailer,Pending,LG Washing Machine,800,Home Appliances,3,f31707a8-6f69-42cd-b585-ffb05b7d9f5a,Adelaide
Jennifer,Castillo,marysims@example.net,+61.401.034.798,086 Benjamin Rue,Laneland,Queensland,2935,Australia,26/12/2023,03:08:08,72/68 Keith Port,Pending,iPhone 13,1200,Electronics,1,f31707a8-6f69-42cd-b585-ffb05b7d9f5a,Brisbane
Jennifer,Castillo,marysims@example.net,+61.401.034.798,086 Benjamin Rue,Laneland,Queensland,2935,Australia,26/12/2023,01:39:26,81 Lin Broadway,Pending,Harry Potter Book,20,Books,1,f31707a8-6f69-42cd-b585-ffb05b7d9f5a,Melbourne
Jennifer,Castillo,marysims@example.net,+61.401.034.798,086 Benjamin Rue,Laneland,Queensland,2935,Australia,26/12/2023,09:32:18,528 Simmons Roads,Pending,Dell XPS 13,1500,Electronics,1,f31707a8-6f69-42cd-b585-ffb05b7d9f5a,Adelaide
Teresa,Terry,aharvey@example.com,48680110,217 Shawn Dell,Johnsonshire,Queensland,2921,Australia,26/12/2023,07:17:34,Level 8 41 Vanessa Lane,Pending,Nike T-Shirt,25,Clothing,1,3efc7292-4c9e-45b7-8f22-bd421d0c0d4c,Sydney
Teresa,Terry,aharvey@example.com,48680110,217 Shawn Dell,Johnsonshire,Queensland,2921,Australia,26/12/2023,23:42:55,Suite 148 476 House Brow,Pending,Harry Potter Book,20,Books,3,3efc7292-4c9e-45b7-8f22-bd421d0c0d4c,Adelaide
Erica,Ward,ccooper@example.org,+61214494216,927/138 Munoz Block,Lake Ericburgh,Queensland,2933,Australia,26/12/2023,14:02:25,Apt. 356 1 Williams Court,Pending,Nike T-Shirt,25,Clothing,2,b2c7e141-a202-47ff-aa65-c4d3c0d866c9,Melbourne
Erica,Ward,ccooper@example.org,+61214494216,927/138 Munoz Block,Lake Ericburgh,Queensland,2933,Australia,26/12/2023,22:39:59,Apt. 624 58 Charles Crossway,Pending,Adidas Running Shoes,70,Footwear,2,b2c7e141-a202-47ff-aa65-c4d3c0d866c9,Brisbane
Erica,Ward,ccooper@example.org,+61214494216,927/138 Munoz Block,Lake Ericburgh,Queensland,2933,Australia,26/12/2023,22:57:54,Unit 72 5 Ryan Laneway,Pending,LG Washing Machine,800,Home Appliances,2,b2c7e141-a202-47ff-aa65-c4d3c0d866c9,Adelaide
Erica,Ward,ccooper@example.org,+61214494216,927/138 Munoz Block,Lake Ericburgh,Queensland,2933,Australia,26/12/2023,14:54:29,69 Burch Highroad,Pending,iPhone 13,1200,Electronics,1,b2c7e141-a202-47ff-aa65-c4d3c0d866c9,Brisbane
Erica,Ward,ccooper@example.org,+61214494216,927/138 Munoz Block,Lake Ericburgh,Queensland,2933,Australia,26/12/2023,07:45:54,60 Ray Line,Pending,Levi's 501 Jeans,100,Clothing,2,b2c7e141-a202-47ff-aa65-c4d3c0d866c9,Perth
Shane,Cruz,simpsonkevin@example.org,07 9732 3043,79/39 Wood Arcade,Nicholaschester,Western Australia,2671,Australia,26/12/2023,12:31:34,Apt. 865 089 Erica Run,Pending,Harry Potter Book,20,Books,1,2b3e4107-92a6-4a17-a9d9-f3c39aa5f95c,Brisbane
Shane,Cruz,simpsonkevin@example.org,07 9732 3043,79/39 Wood Arcade,Nicholaschester,Western Australia,2671,Australia,26/12/2023,00:37:38,Apt. 954 2 Williams Cross,Pending,LG Washing Machine,800,Home Appliances,3,2b3e4107-92a6-4a17-a9d9-f3c39aa5f95c,Adelaide
Shane,Cruz,simpsonkevin@example.org,07 9732 3043,79/39 Wood Arcade,Nicholaschester,Western Australia,2671,Australia,26/12/2023,01:38:02,05 Wood Court,Pending,Levi's 501 Jeans,100,Clothing,3,2b3e4107-92a6-4a17-a9d9-f3c39aa5f95c,Brisbane
Paul,Alvarez,michaelballard@example.org,(02)39625386,43 Jason Extension,South Todd,Northern Territory,2665,Australia,26/12/2023,19:54:55,Suite 591 5 Harrington Villas,Pending,iPhone 13,1200,Electronics,1,a33de128-92ea-4c7c-87b7-628be3cc9514,Brisbane
Paul,Alvarez,michaelballard@example.org,(02)39625386,43 Jason Extension,South Todd,Northern Territory,2665,Australia,26/12/2023,21:12:32,875/729 Hodge Crossway,Pending,Samsung Refrigerator,1800,Home Appliances,1,a33de128-92ea-4c7c-87b7-628be3cc9514,Brisbane
Paul,Alvarez,michaelballard@example.org,(02)39625386,43 Jason Extension,South Todd,Northern Territory,2665,Australia,26/12/2023,09:29:03,3 Klein Line,Pending,Adidas Running Shoes,70,Footwear,1,a33de128-92ea-4c7c-87b7-628be3cc9514,Brisbane
Paul,Alvarez,michaelballard@example.org,(02)39625386,43 Jason Extension,South Todd,Northern Territory,2665,Australia,26/12/2023,04:12:11,429/4 Brown Service Way,Pending,Levi's 501 Jeans,100,Clothing,1,a33de128-92ea-4c7c-87b7-628be3cc9514,Melbourne
Paul,Alvarez,michaelballard@example.org,(02)39625386,43 Jason Extension,South Todd,Northern Territory,2665,Australia,26/12/2023,15:44:19,Level 2 9 Melissa Gates,Pending,Harry Potter Book,20,Books,1,a33de128-92ea-4c7c-87b7-628be3cc9514,Perth
Jennifer,James,ovang@example.org,5854 0794,324/7 Dean Pocket,Port Jamesville,Victoria,2667,Australia,26/12/2023,14:50:01,Apt. 371 584 Byrd Roadside,Pending,iPhone 13,1200,Electronics,2,656f28e3-b853-4dd5-9097-8a9fa98a1bd4,Perth
Rachael,Reynolds,iguerrero@example.net,0434-042-470,Apt. 867 38 Johnson Wade,West Melissabury,Australian Capital Territory,2550,Australia,26/12/2023,04:32:31,7 Vanessa Nook,Pending,Samsung Refrigerator,1800,Home Appliances,1,955fbe4f-80dd-4f92-9146-e964be5c643d,Sydney
Rachael,Reynolds,iguerrero@example.net,0434-042-470,Apt. 867 38 Johnson Wade,West Melissabury,Australian Capital Territory,2550,Australia,26/12/2023,13:27:09,3 Dana Freeway,Pending,Nike T-Shirt,25,Clothing,2,955fbe4f-80dd-4f92-9146-e964be5c643d,Brisbane
William,Daniels,catherine64@example.com,4478 5936,Flat 02 321 Christine Circuit,Port Brian,New South Wales,4723,Australia,26/12/2023,04:58:15,461 Garrett Foreshore,Pending,Samsung Refrigerator,1800,Home Appliances,2,3ddc4538-d389-40b8-beb2-6dc8872f98e1,Brisbane
William,Daniels,catherine64@example.com,4478 5936,Flat 02 321 Christine Circuit,Port Brian,New South Wales,4723,Australia,26/12/2023,13:28:03,5/8 Jake Square,Pending,Nike T-Shirt,25,Clothing,3,3ddc4538-d389-40b8-beb2-6dc8872f98e1,Adelaide
William,Daniels,catherine64@example.com,4478 5936,Flat 02 321 Christine Circuit,Port Brian,New South Wales,4723,Australia,26/12/2023,21:14:06,65 Angela Footway,Pending,LG Washing Machine,800,Home Appliances,1,3ddc4538-d389-40b8-beb2-6dc8872f98e1,Melbourne
William,Daniels,catherine64@example.com,4478 5936,Flat 02 321 Christine Circuit,Port Brian,New South Wales,4723,Australia,26/12/2023,23:14:12,8 Davenport Line,Pending,iPhone 13,1200,Electronics,3,3ddc4538-d389-40b8-beb2-6dc8872f98e1,Sydney
Julie,Haynes,wilsonangela@example.net,(03)-7825-0220,Level 6 3 Williams Distributor,Mendozashire,Northern Territory,2904,Australia,26/12/2023,13:52:59,386/5 Alexis Quad,Pending,iPhone 13,1200,Electronics,3,76bc265a-1d1e-4b5b-946e-d1d2cf5fa2eb,Adelaide
Nicholas,Snyder,zcox@example.net,(08)01281998,8 William Quadrangle,Hammondhaven,Queensland,2984,Australia,26/12/2023,00:46:58,10 Patel Outlook,Pending,Levi's 501 Jeans,100,Clothing,3,3832d5b5-20f5-4074-9a78-1e2e837cd7ef,Perth
Nicholas,Snyder,zcox@example.net,(08)01281998,8 William Quadrangle,Hammondhaven,Queensland,2984,Australia,26/12/2023,03:08:22,Level 1 91 Melinda Corner,Pending,Dell XPS 13,1500,Electronics,3,3832d5b5-20f5-4074-9a78-1e2e837cd7ef,Sydney
Sydney,Brooks,cervantestodd@example.com,(02)-9675-9384,831 Carroll Top,Michaelfurt,Queensland,2407,Australia,26/12/2023,15:42:55,Apt. 686 808 Michael Bridge,Pending,Nike T-Shirt,25,Clothing,3,ce80dbee-9127-4975-8524-d2604d1cfeeb,Adelaide
Sydney,Brooks,cervantestodd@example.com,(02)-9675-9384,831 Carroll Top,Michaelfurt,Queensland,2407,Australia,26/12/2023,19:43:24,73/2 Butler Cutting,Pending,iPhone 13,1200,Electronics,2,ce80dbee-9127-4975-8524-d2604d1cfeeb,Melbourne
Sydney,Brooks,cervantestodd@example.com,(02)-9675-9384,831 Carroll Top,Michaelfurt,Queensland,2407,Australia,26/12/2023,19:52:56,Unit 55 002 Harper Dell,Pending,Levi's 501 Jeans,100,Clothing,3,ce80dbee-9127-4975-8524-d2604d1cfeeb,Melbourne
Sydney,Brooks,cervantestodd@example.com,(02)-9675-9384,831 Carroll Top,Michaelfurt,Queensland,2407,Australia,26/12/2023,04:42:30,927 Campbell Estate,Pending,LG Washing Machine,800,Home Appliances,3,ce80dbee-9127-4975-8524-d2604d1cfeeb,Sydney
Sydney,Brooks,cervantestodd@example.com,(02)-9675-9384,831 Carroll Top,Michaelfurt,Queensland,2407,Australia,26/12/2023,02:55:10,8 Hamilton Terrace,Pending,Samsung Refrigerator,1800,Home Appliances,2,ce80dbee-9127-4975-8524-d2604d1cfeeb,Brisbane
Craig,Young,erikasawyer@example.com,0750499148,5/03 Ramirez Parklands,Stevensside,Victoria,2636,Australia,26/12/2023,11:41:47,Flat 87 9 Adam Court,Pending,iPhone 13,1200,Electronics,3,5998f1f7-4eab-4ad9-92a9-9ee60fc2e1f8,Perth
Shelby,Barrett,martinvicki@example.net,2116 4763,046 Jessica Foreshore,Port Andrewview,South Australia,2624,Australia,26/12/2023,12:53:10,178 Lewis Riverway,Pending,Dell XPS 13,1500,Electronics,1,be8a1244-b361-4e84-8ee9-a94b48d544d1,Melbourne
Micheal,Clark,pittstracey@example.org,(02)-7712-1233,Flat 66 75 Novak Block,New Heather,South Australia,2920,Australia,26/12/2023,15:43:38,8 Bryan Quay,Pending,Levi's 501 Jeans,100,Clothing,2,f52df096-5ed9-4bc9-9041-08892aeb662f,Brisbane
Austin,Hebert,stevenmartinez@example.org,03 7372 0969,07 Scott Line,Laurastad,New South Wales,3332,Australia,26/12/2023,14:32:27,85 Barker Common,Pending,Samsung Refrigerator,1800,Home Appliances,2,0c726df2-cfc3-4f8e-9044-c2fdb4f8b0c3,Brisbane
Austin,Hebert,stevenmartinez@example.org,03 7372 0969,07 Scott Line,Laurastad,New South Wales,3332,Australia,26/12/2023,19:06:19,Level 4 1 Melissa Walkway,Pending,Nike T-Shirt,25,Clothing,2,0c726df2-cfc3-4f8e-9044-c2fdb4f8b0c3,Perth
Austin,Hebert,stevenmartinez@example.org,03 7372 0969,07 Scott Line,Laurastad,New South Wales,3332,Australia,26/12/2023,03:48:02,443 Noble Loop,Pending,iPhone 13,1200,Electronics,3,0c726df2-cfc3-4f8e-9044-c2fdb4f8b0c3,Melbourne
Austin,Hebert,stevenmartinez@example.org,03 7372 0969,07 Scott Line,Laurastad,New South Wales,3332,Australia,26/12/2023,20:40:39,9 Jessica Mount,Pending,LG Washing Machine,800,Home Appliances,1,0c726df2-cfc3-4f8e-9044-c2fdb4f8b0c3,Perth
Austin,Hebert,stevenmartinez@example.org,03 7372 0969,07 Scott Line,Laurastad,New South Wales,3332,Australia,26/12/2023,08:25:12,3/7 Jeremiah Path,Pending,Levi's 501 Jeans,100,Clothing,1,0c726df2-cfc3-4f8e-9044-c2fdb4f8b0c3,Sydney
Patricia,Jones,richardsonsharon@example.com,07 3876 8782,56/044 Eric Point,Priceburgh,South Australia,2896,Australia,26/12/2023,22:20:24,2 Kayla Fire Track,Pending,LG Washing Machine,800,Home Appliances,3,cb9977c9-56e9-4c73-a681-adebb76a67fe,Perth
Patricia,Jones,richardsonsharon@example.com,07 3876 8782,56/044 Eric Point,Priceburgh,South Australia,2896,Australia,26/12/2023,18:51:11,418 Karen Mount,Pending,Samsung Refrigerator,1800,Home Appliances,3,cb9977c9-56e9-4c73-a681-adebb76a67fe,Perth
Patricia,Jones,richardsonsharon@example.com,07 3876 8782,56/044 Eric Point,Priceburgh,South Australia,2896,Australia,26/12/2023,04:52:56,6/0 Simmons Spur,Pending,Levi's 501 Jeans,100,Clothing,1,cb9977c9-56e9-4c73-a681-adebb76a67fe,Perth
David,Harris,adamfitzgerald@example.org,+61 3 2974 6922,9 Rachel Route,New Tyler,Victoria,2975,Australia,26/12/2023,07:56:29,Level 9 6 Robin Landing,Pending,Dell XPS 13,1500,Electronics,3,a53ed9e3-3bdf-4f05-a071-12117a9863f0,Brisbane
David,Harris,adamfitzgerald@example.org,+61 3 2974 6922,9 Rachel Route,New Tyler,Victoria,2975,Australia,26/12/2023,15:58:24,Unit 31 28 Isaiah Dell,Pending,Harry Potter Book,20,Books,3,a53ed9e3-3bdf-4f05-a071-12117a9863f0,Brisbane
David,Harris,adamfitzgerald@example.org,+61 3 2974 6922,9 Rachel Route,New Tyler,Victoria,2975,Australia,26/12/2023,23:11:29,6 Timothy Ronde,Pending,iPhone 13,1200,Electronics,2,a53ed9e3-3bdf-4f05-a071-12117a9863f0,Adelaide
Earl,Li,andersonvicki@example.org,0447 771 998,68 Jenny Break,Melissashire,Tasmania,0956,Australia,26/12/2023,16:54:42,1 Greg Distributor,Pending,Nike T-Shirt,25,Clothing,2,9f28dafc-061b-4241-b86b-79b40e70caf6,Adelaide
Earl,Li,andersonvicki@example.org,0447 771 998,68 Jenny Break,Melissashire,Tasmania,0956,Australia,26/12/2023,18:43:10,0/153 Davis Mews,Pending,Levi's 501 Jeans,100,Clothing,3,9f28dafc-061b-4241-b86b-79b40e70caf6,Melbourne
Joy,Olsen,moorestephanie@example.org,08-4232-2809,98 Buckley Parkway,South Tinaton,New South Wales,2656,Australia,26/12/2023,20:21:53,686 Ashley Brace,Pending,Dell XPS 13,1500,Electronics,3,6f132bae-98d5-40e4-bbe7-81fd10837e7a,Adelaide
