FirstName,LastName,Email,Phone,Address,City,State,ZipCode,Country,OrderDate,Time,ShippingAddress,OrderStatus,ProductName,ProductPrice,Category,Quantity,TransactionID
Kenneth,Smith,crystal90@example.com,7289 9041,6 Martin Walkway,North Jeremyton,Australian Capital Territory,2968,Australia,26/12/2023,4:40:16,365 Choi Steps,Pending,iPhone 13,1200,Electronics,1,15e6cd08-a332-49c3-8e89-09edfa26fe36
Laura,Joseph,lopezerica@example.org,(08)87926927,199 Kelly Glen,Pennyborough,Australian Capital Territory,5686,Australia,26/12/2023,9:50:11,Flat 76 7 Keith Centre,Pending,Samsung Refrigerator,1800,Home Appliances,1,c32e537d-8464-4dfe-bad7-c83429e754dc
Laura,Joseph,lopezerica@example.org,(08)87926927,199 Kelly Glen,Pennyborough,Australian Capital Territory,5686,Australia,26/12/2023,10:44:14,Unit 25 12 Thompson Wynd,Pending,Harry Potter Book,20,Books,3,c32e537d-8464-4dfe-bad7-c83429e754dc
Laura,Joseph,lopezerica@example.org,(08)87926927,199 Kelly Glen,Pennyborough,Australian Capital Territory,5686,Australia,26/12/2023,4:04:58,Level 7 92 Williams Brae,Pending,Nike T-Shirt,25,Clothing,1,c32e537d-8464-4dfe-bad7-c83429e754dc
Laura,Joseph,lopezerica@example.org,(08)87926927,199 Kelly Glen,Pennyborough,Australian Capital Territory,5686,Australia,26/12/2023,20:04:52,Suite 085 164 Lindsay Junction,Pending,Levi's 501 Jeans,100,Clothing,2,c32e537d-8464-4dfe-bad7-c83429e754dc
Roy,Wilson,leslie74@example.com,0441.599.330,2 Thomas Mount,Marymouth,Australian Capital Territory,281,Australia,26/12/2023,12:28:48,Suite 426 38 Thomas Estate,Pending,Samsung Refrigerator,1800,Home Appliances,1,e7501164-693a-497e-9505-e0b3b9b046ba
Roy,Wilson,leslie74@example.com,0441.599.330,2 Thomas Mount,Marymouth,Australian Capital Territory,281,Australia,26/12/2023,21:30:46,6 Norman Mews,Pending,Harry Potter Book,20,Books,1,e7501164-693a-497e-9505-e0b3b9b046ba
Lauren,Green,stephenmunoz@example.net,03-8088-8146,Level 5 216 Regina End,Grantville,South Australia,2929,Australia,26/12/2023,19:55:57,34 Willie Nook,Pending,Levi's 501 Jeans,100,Clothing,1,69e63c7d-03a3-4961-939e-938fd4f6d4a7
Lauren,Green,stephenmunoz@example.net,03-8088-8146,Level 5 216 Regina End,Grantville,South Australia,2929,Australia,26/12/2023,1:49:38,42/864 Robertson Heights,Pending,Nike T-Shirt,25,Clothing,2,69e63c7d-03a3-4961-939e-938fd4f6d4a7
Lauren,Green,stephenmunoz@example.net,03-8088-8146,Level 5 216 Regina End,Grantville,South Australia,2929,Australia,26/12/2023,21:46:12,20 Arnold Row,Pending,Harry Potter Book,20,Books,2,69e63c7d-03a3-4961-939e-938fd4f6d4a7
Michael,Lloyd,carolgarcia@example.org,876150261,91 Jeffrey Mount,Teresaville,Queensland,4908,Australia,26/12/2023,12:58:02,823 Victoria Rosebowl,Pending,Adidas Running Shoes,70,Footwear,3,d4b03ef7-5091-489f-bd72-7c0cf9aeafcb
Michael,Lloyd,carolgarcia@example.org,876150261,91 Jeffrey Mount,Teresaville,Queensland,4908,Australia,26/12/2023,4:52:10,Unit 39 248 Reynolds Crossway,Pending,Levi's 501 Jeans,100,Clothing,1,d4b03ef7-5091-489f-bd72-7c0cf9aeafcb
Dawn,Guzman,lcarter@example.net,(08)60759184,110 Cody Pocket,Port Christopher,Queensland,2612,Australia,26/12/2023,21:45:08,143 Olson Lane,Pending,Nike T-Shirt,25,Clothing,1,283f228d-9264-4b6e-962e-15e800239b6c
Dawn,Guzman,lcarter@example.net,(08)60759184,110 Cody Pocket,Port Christopher,Queensland,2612,Australia,26/12/2023,7:23:53,Flat 93 282 Renee Artery,Pending,Dell XPS 13,1500,Electronics,3,283f228d-9264-4b6e-962e-15e800239b6c
Brenda,Williams,xlewis@example.com,+61 7 6741 3598,6 Jeanne Dale,Port Jacob,Tasmania,2689,Australia,26/12/2023,7:01:47,99/36 Maurice Concourse,Pending,Samsung Refrigerator,1800,Home Appliances,1,b51e08dd-7c44-4a32-a20d-c8333c8ab4f8
Brenda,Williams,xlewis@example.com,+61 7 6741 3598,6 Jeanne Dale,Port Jacob,Tasmania,2689,Australia,26/12/2023,12:57:26,6 Christy Thoroughfare,Pending,Harry Potter Book,20,Books,3,b51e08dd-7c44-4a32-a20d-c8333c8ab4f8
Jennifer,Mccarthy,edwardsvirginia@example.com,(03)-5822-8844,Apt. 745 9 Noble Pass,Craigmouth,Australian Capital Territory,2977,Australia,26/12/2023,11:07:34,Unit 33 752 Todd Roads,Pending,Levi's 501 Jeans,100,Clothing,2,17520aae-4ba3-4b6f-9adf-17a0635092d3
Jennifer,Mccarthy,edwardsvirginia@example.com,(03)-5822-8844,Apt. 745 9 Noble Pass,Craigmouth,Australian Capital Territory,2977,Australia,26/12/2023,19:59:02,656 Williams Freeway,Pending,Samsung Refrigerator,1800,Home Appliances,1,17520aae-4ba3-4b6f-9adf-17a0635092d3
Jennifer,Mccarthy,edwardsvirginia@example.com,(03)-5822-8844,Apt. 745 9 Noble Pass,Craigmouth,Australian Capital Territory,2977,Australia,26/12/2023,8:31:20,70 Richard Part,Pending,LG Washing Machine,800,Home Appliances,1,17520aae-4ba3-4b6f-9adf-17a0635092d3
Jennifer,Mccarthy,edwardsvirginia@example.com,(03)-5822-8844,Apt. 745 9 Noble Pass,Craigmouth,Australian Capital Territory,2977,Australia,26/12/2023,9:14:48,8/2 Stafford Motorway,Pending,iPhone 13,1200,Electronics,1,17520aae-4ba3-4b6f-9adf-17a0635092d3
Jennifer,Mccarthy,edwardsvirginia@example.com,(03)-5822-8844,Apt. 745 9 Noble Pass,Craigmouth,Australian Capital Territory,2977,Australia,26/12/2023,4:04:01,897/98 Janet Byway,Pending,Dell XPS 13,1500,Electronics,1,17520aae-4ba3-4b6f-9adf-17a0635092d3
Amy,Flores,kflynn@example.org,5982.4599,046 Hawkins Broadway,Chavezmouth,Northern Territory,5915,Australia,26/12/2023,15:43:05,119 David Footway,Pending,LG Washing Machine,800,Home Appliances,2,d8e97a36-fcbf-4f9b-a95d-9363adefbf76
Amy,Flores,kflynn@example.org,5982.4599,046 Hawkins Broadway,Chavezmouth,Northern Territory,5915,Australia,26/12/2023,4:15:57,530/85 Keller Wynd,Pending,Levi's 501 Jeans,100,Clothing,1,d8e97a36-fcbf-4f9b-a95d-9363adefbf76
Amy,Flores,kflynn@example.org,5982.4599,046 Hawkins Broadway,Chavezmouth,Northern Territory,5915,Australia,26/12/2023,23:32:43,98 Barbara Entrance,Pending,Samsung Refrigerator,1800,Home Appliances,2,d8e97a36-fcbf-4f9b-a95d-9363adefbf76
Amy,Flores,kflynn@example.org,5982.4599,046 Hawkins Broadway,Chavezmouth,Northern Territory,5915,Australia,26/12/2023,17:57:23,355/28 Copeland Cutting,Pending,Nike T-Shirt,25,Clothing,2,d8e97a36-fcbf-4f9b-a95d-9363adefbf76
Aaron,Ramos,igriffith@example.net,(08) 3596 4413,123/85 Curry Roadside,North Jimchester,Northern Territory,937,Australia,26/12/2023,1:42:12,377 Susan Rise,Pending,Dell XPS 13,1500,Electronics,1,b324506f-f809-4f28-a83e-57a80632d42d
Aaron,Ramos,igriffith@example.net,(08) 3596 4413,123/85 Curry Roadside,North Jimchester,Northern Territory,937,Australia,26/12/2023,14:19:59,Suite 490 712 Hobbs Villas,Pending,Levi's 501 Jeans,100,Clothing,1,b324506f-f809-4f28-a83e-57a80632d42d
Aaron,Ramos,igriffith@example.net,(08) 3596 4413,123/85 Curry Roadside,North Jimchester,Northern Territory,937,Australia,26/12/2023,4:35:46,34/84 Courtney Turn,Pending,Samsung Refrigerator,1800,Home Appliances,2,b324506f-f809-4f28-a83e-57a80632d42d
Kevin,Allen,kfranklin@example.org,07-0942-3469,75 Brooks Key,West Mauriceside,Western Australia,2649,Australia,26/12/2023,2:53:55,468/91 Crawford Circuit,Pending,LG Washing Machine,800,Home Appliances,1,b46895e0-886a-49e3-a064-c7af5209e0d1
Andrea,Lewis,zgriffin@example.com,0488 883 604,9 Price Break,Donnaport,Victoria,2542,Australia,26/12/2023,9:41:49,9/89 Larsen Cutting,Pending,Samsung Refrigerator,1800,Home Appliances,2,e0615311-d8c8-4308-8158-08065edc7065
Andrea,Lewis,zgriffin@example.com,0488 883 604,9 Price Break,Donnaport,Victoria,2542,Australia,26/12/2023,18:57:58,8 Davis Quadrangle,Pending,Harry Potter Book,20,Books,3,e0615311-d8c8-4308-8158-08065edc7065
Andrea,Lewis,zgriffin@example.com,0488 883 604,9 Price Break,Donnaport,Victoria,2542,Australia,26/12/2023,18:26:27,Flat 31 22 Taylor Sound,Pending,LG Washing Machine,800,Home Appliances,1,e0615311-d8c8-4308-8158-08065edc7065
Andrea,Lewis,zgriffin@example.com,0488 883 604,9 Price Break,Donnaport,Victoria,2542,Australia,26/12/2023,14:54:59,Apt. 075 84 Billy Freeway,Pending,Adidas Running Shoes,70,Footwear,3,e0615311-d8c8-4308-8158-08065edc7065
Andrea,Lewis,zgriffin@example.com,0488 883 604,9 Price Break,Donnaport,Victoria,2542,Australia,26/12/2023,8:53:52,Flat 47 54 Lewis Footway,Pending,Levi's 501 Jeans,100,Clothing,3,e0615311-d8c8-4308-8158-08065edc7065
Joseph,Banks,john78@example.net,7647-5813,421 Peggy Circle,Sarahside,South Australia,2890,Australia,26/12/2023,9:56:21,Flat 84 571 Ford Triangle,Pending,LG Washing Machine,800,Home Appliances,2,edbbc0a8-1f4a-49a7-982a-834636fa56af
Joseph,Banks,john78@example.net,7647-5813,421 Peggy Circle,Sarahside,South Australia,2890,Australia,26/12/2023,0:34:28,Level 7 387 James Bypass,Pending,Nike T-Shirt,25,Clothing,3,edbbc0a8-1f4a-49a7-982a-834636fa56af
Joseph,Banks,john78@example.net,7647-5813,421 Peggy Circle,Sarahside,South Australia,2890,Australia,26/12/2023,1:34:11,Level 2 54 Lamb Service Way,Pending,Adidas Running Shoes,70,Footwear,2,edbbc0a8-1f4a-49a7-982a-834636fa56af
Chelsea,Patterson,michelle92@example.org,+61.2.8905.8637,Unit 79 947 Beasley Sound,Bassfort,South Australia,2663,Australia,26/12/2023,12:53:46,Flat 53 89 Steven Bypass,Pending,Samsung Refrigerator,1800,Home Appliances,2,e4556e70-36c1-4259-a7e4-653b9ea89b33
Chelsea,Patterson,michelle92@example.org,+61.2.8905.8637,Unit 79 947 Beasley Sound,Bassfort,South Australia,2663,Australia,26/12/2023,14:42:06,58 Morgan Ridge,Pending,Dell XPS 13,1500,Electronics,1,e4556e70-36c1-4259-a7e4-653b9ea89b33
Chelsea,Patterson,michelle92@example.org,+61.2.8905.8637,Unit 79 947 Beasley Sound,Bassfort,South Australia,2663,Australia,26/12/2023,5:01:32,7 Schmidt Highroad,Pending,iPhone 13,1200,Electronics,2,e4556e70-36c1-4259-a7e4-653b9ea89b33
Ronald,Peters,robertsstephen@example.org,9581.3233,59 Fry Right Of Way,Nguyenborough,Victoria,2998,Australia,26/12/2023,13:21:08,0 Deborah Follow,Pending,Levi's 501 Jeans,100,Clothing,3,47a4bd1f-5ec6-469d-89fc-0bf3c82aaf3e
Ronald,Peters,robertsstephen@example.org,9581.3233,59 Fry Right Of Way,Nguyenborough,Victoria,2998,Australia,26/12/2023,13:04:50,494/878 Emily Green,Pending,Samsung Refrigerator,1800,Home Appliances,2,47a4bd1f-5ec6-469d-89fc-0bf3c82aaf3e
Ronald,Peters,robertsstephen@example.org,9581.3233,59 Fry Right Of Way,Nguyenborough,Victoria,2998,Australia,26/12/2023,6:30:03,Level 3 08 Christopher Estate,Pending,Harry Potter Book,20,Books,2,47a4bd1f-5ec6-469d-89fc-0bf3c82aaf3e
Ronald,Peters,robertsstephen@example.org,9581.3233,59 Fry Right Of Way,Nguyenborough,Victoria,2998,Australia,26/12/2023,10:47:23,920 Danielle Ride,Pending,Dell XPS 13,1500,Electronics,1,47a4bd1f-5ec6-469d-89fc-0bf3c82aaf3e
Ronald,Peters,robertsstephen@example.org,9581.3233,59 Fry Right Of Way,Nguyenborough,Victoria,2998,Australia,26/12/2023,9:59:41,85 Gonzalez Reach,Pending,Adidas Running Shoes,70,Footwear,2,47a4bd1f-5ec6-469d-89fc-0bf3c82aaf3e
Katie,Howard,carrie08@example.net,61342926230,683 Richard Glen,East Anneville,Tasmania,2922,Australia,26/12/2023,17:05:08,59 Fisher Fairway,Pending,Dell XPS 13,1500,Electronics,2,47ddc7ee-cea6-44af-b9fc-fa03226c6ff4
Katie,Howard,carrie08@example.net,61342926230,683 Richard Glen,East Anneville,Tasmania,2922,Australia,26/12/2023,0:33:36,Suite 931 37 Mary Footway,Pending,Nike T-Shirt,25,Clothing,1,47ddc7ee-cea6-44af-b9fc-fa03226c6ff4
Katie,Howard,carrie08@example.net,61342926230,683 Richard Glen,East Anneville,Tasmania,2922,Australia,26/12/2023,8:45:34,Apt. 520 9 Thomas Quays,Pending,Harry Potter Book,20,Books,1,47ddc7ee-cea6-44af-b9fc-fa03226c6ff4
Ronald,Mcgee,noahlopez@example.com,9708.4339,Suite 414 3 Kane Strip,Lindaberg,Victoria,2631,Australia,26/12/2023,11:51:13,21 Dana Landing,Pending,Dell XPS 13,1500,Electronics,1,6a96596b-a2ac-48e6-a36c-45800f35a72b
Ronald,Mcgee,noahlopez@example.com,9708.4339,Suite 414 3 Kane Strip,Lindaberg,Victoria,2631,Australia,26/12/2023,11:06:12,78 Karen Outlook,Pending,iPhone 13,1200,Electronics,1,6a96596b-a2ac-48e6-a36c-45800f35a72b
Ronald,Mcgee,noahlopez@example.com,9708.4339,Suite 414 3 Kane Strip,Lindaberg,Victoria,2631,Australia,26/12/2023,6:59:10,4 Crystal Wade,Pending,Adidas Running Shoes,70,Footwear,2,6a96596b-a2ac-48e6-a36c-45800f35a72b
Ronald,Mcgee,noahlopez@example.com,9708.4339,Suite 414 3 Kane Strip,Lindaberg,Victoria,2631,Australia,26/12/2023,9:45:38,85 Benjamin Bridge,Pending,Harry Potter Book,20,Books,2,6a96596b-a2ac-48e6-a36c-45800f35a72b
Ronald,Mcgee,noahlopez@example.com,9708.4339,Suite 414 3 Kane Strip,Lindaberg,Victoria,2631,Australia,26/12/2023,5:03:34,Apt. 377 058 Bowen Underpass,Pending,Levi's 501 Jeans,100,Clothing,1,6a96596b-a2ac-48e6-a36c-45800f35a72b
Danny,Martinez,gregoryhoffman@example.net,(03) 5026 0776,Flat 70 038 Laura Brace,South Robert,Tasmania,2617,Australia,26/12/2023,1:29:33,Unit 05 0 Lisa Service Way,Pending,iPhone 13,1200,Electronics,1,aec91dc7-e6f5-45df-afa6-7503cf725c96
Danny,Martinez,gregoryhoffman@example.net,(03) 5026 0776,Flat 70 038 Laura Brace,South Robert,Tasmania,2617,Australia,26/12/2023,23:01:43,58/86 Kevin Ride,Pending,Samsung Refrigerator,1800,Home Appliances,2,aec91dc7-e6f5-45df-afa6-7503cf725c96
Anthony,Fitzpatrick,jarellano@example.com,+61.471.745.441,4 Ball Loop,Katieshire,Australian Capital Territory,7211,Australia,26/12/2023,0:05:46,Apt. 739 5 Carolyn Grange,Pending,Adidas Running Shoes,70,Footwear,2,21f2db57-2033-493c-a965-b02e9ef91deb
Anthony,Fitzpatrick,jarellano@example.com,+61.471.745.441,4 Ball Loop,Katieshire,Australian Capital Territory,7211,Australia,26/12/2023,2:42:59,Unit 41 0 Valerie Walk,Pending,Dell XPS 13,1500,Electronics,3,21f2db57-2033-493c-a965-b02e9ef91deb
Paul,Thompson,iolson@example.net,0458-210-794,Flat 36 69 Guerrero Extension,Mannington,Australian Capital Territory,2516,Australia,26/12/2023,18:12:39,34 Lisa Grange,Pending,LG Washing Machine,800,Home Appliances,3,a6fa4e73-2fe0-445c-ac23-1224b450aed5
Paul,Thompson,iolson@example.net,0458-210-794,Flat 36 69 Guerrero Extension,Mannington,Australian Capital Territory,2516,Australia,26/12/2023,23:53:52,14 Timothy Gate,Pending,Dell XPS 13,1500,Electronics,1,a6fa4e73-2fe0-445c-ac23-1224b450aed5
Paul,Thompson,iolson@example.net,0458-210-794,Flat 36 69 Guerrero Extension,Mannington,Australian Capital Territory,2516,Australia,26/12/2023,0:17:42,8 Hamilton Line,Pending,Samsung Refrigerator,1800,Home Appliances,2,a6fa4e73-2fe0-445c-ac23-1224b450aed5
Paul,Thompson,iolson@example.net,0458-210-794,Flat 36 69 Guerrero Extension,Mannington,Australian Capital Territory,2516,Australia,26/12/2023,20:58:16,364 Ashley Part,Pending,Nike T-Shirt,25,Clothing,1,a6fa4e73-2fe0-445c-ac23-1224b450aed5
Robert,King,dharmon@example.com,+61 447 908 194,312 Cordova Front,West Dennis,South Australia,7576,Australia,26/12/2023,18:04:04,20/140 Brenda Cul-de-sac,Pending,Levi's 501 Jeans,100,Clothing,1,7ff2588d-e848-4131-8212-0fb64d95b064
Robert,King,dharmon@example.com,+61 447 908 194,312 Cordova Front,West Dennis,South Australia,7576,Australia,26/12/2023,17:25:18,11 Chad Underpass,Pending,Dell XPS 13,1500,Electronics,3,7ff2588d-e848-4131-8212-0fb64d95b064
Robert,King,dharmon@example.com,+61 447 908 194,312 Cordova Front,West Dennis,South Australia,7576,Australia,26/12/2023,12:10:00,Suite 874 2 Stephanie Access,Pending,Harry Potter Book,20,Books,3,7ff2588d-e848-4131-8212-0fb64d95b064
Robert,King,dharmon@example.com,+61 447 908 194,312 Cordova Front,West Dennis,South Australia,7576,Australia,26/12/2023,23:47:21,44 Montoya Elbow,Pending,LG Washing Machine,800,Home Appliances,1,7ff2588d-e848-4131-8212-0fb64d95b064
Peter,Dominguez,qsanchez@example.org,8786-4455,7 Stevens Plateau,Reynoldsland,Northern Territory,5891,Australia,26/12/2023,10:32:00,6 Aguilar River,Pending,Adidas Running Shoes,70,Footwear,2,4c003794-1d28-4e3b-abf6-38805e779fb0
Peter,Dominguez,qsanchez@example.org,8786-4455,7 Stevens Plateau,Reynoldsland,Northern Territory,5891,Australia,26/12/2023,22:10:30,878 Connie Heights,Pending,Nike T-Shirt,25,Clothing,2,4c003794-1d28-4e3b-abf6-38805e779fb0
Peter,Dominguez,qsanchez@example.org,8786-4455,7 Stevens Plateau,Reynoldsland,Northern Territory,5891,Australia,26/12/2023,10:11:43,71 Pittman Follow,Pending,Harry Potter Book,20,Books,3,4c003794-1d28-4e3b-abf6-38805e779fb0
Peter,Dominguez,qsanchez@example.org,8786-4455,7 Stevens Plateau,Reynoldsland,Northern Territory,5891,Australia,26/12/2023,3:25:15,Flat 95 25 Mccormick Trailer,Pending,Levi's 501 Jeans,100,Clothing,2,4c003794-1d28-4e3b-abf6-38805e779fb0
Peter,Dominguez,qsanchez@example.org,8786-4455,7 Stevens Plateau,Reynoldsland,Northern Territory,5891,Australia,26/12/2023,3:07:38,122 Robert Pocket,Pending,Dell XPS 13,1500,Electronics,3,4c003794-1d28-4e3b-abf6-38805e779fb0
Jeffrey,Morales,leekyle@example.org,7417 5530,Flat 03 663 Cain Sound,Kevinfurt,Queensland,2920,Australia,26/12/2023,21:26:36,4 Jennings Little,Pending,Dell XPS 13,1500,Electronics,3,14c437e1-d3fb-434f-9d9b-567f6a8ce3ca
Jeffrey,Morales,leekyle@example.org,7417 5530,Flat 03 663 Cain Sound,Kevinfurt,Queensland,2920,Australia,26/12/2023,6:47:57,893 Lauren Firetrail,Pending,Adidas Running Shoes,70,Footwear,1,14c437e1-d3fb-434f-9d9b-567f6a8ce3ca
Jeffrey,Morales,leekyle@example.org,7417 5530,Flat 03 663 Cain Sound,Kevinfurt,Queensland,2920,Australia,26/12/2023,23:34:16,1 Rodriguez Thoroughfare,Pending,Harry Potter Book,20,Books,1,14c437e1-d3fb-434f-9d9b-567f6a8ce3ca
Jeffrey,Morales,leekyle@example.org,7417 5530,Flat 03 663 Cain Sound,Kevinfurt,Queensland,2920,Australia,26/12/2023,0:31:09,354 Jasmine Dell,Pending,LG Washing Machine,800,Home Appliances,1,14c437e1-d3fb-434f-9d9b-567f6a8ce3ca
Jeffrey,Morales,leekyle@example.org,7417 5530,Flat 03 663 Cain Sound,Kevinfurt,Queensland,2920,Australia,26/12/2023,15:07:59,75 Hoover Port,Pending,Levi's 501 Jeans,100,Clothing,1,14c437e1-d3fb-434f-9d9b-567f6a8ce3ca
Eric,Hernandez,alisonmendoza@example.net,2017-1694,921 Deborah Row,Pearsonland,Victoria,2788,Australia,26/12/2023,21:57:25,Suite 774 304 Washington Reserve,Pending,Levi's 501 Jeans,100,Clothing,1,c139427c-5701-434a-b185-127e2d87e436
Eric,Hernandez,alisonmendoza@example.net,2017-1694,921 Deborah Row,Pearsonland,Victoria,2788,Australia,26/12/2023,6:17:36,Level 7 318 Conley Byway,Pending,Harry Potter Book,20,Books,3,c139427c-5701-434a-b185-127e2d87e436
Tammy,Zamora,andersonjanet@example.org,61737510053,Suite 358 8 Burns Key,Ryanberg,Western Australia,2604,Australia,26/12/2023,23:05:59,Level 2 6 Allen Plaza,Pending,Samsung Refrigerator,1800,Home Appliances,1,245a5aa8-9109-4329-8a4f-a0605e32c9ad
Tammy,Zamora,andersonjanet@example.org,61737510053,Suite 358 8 Burns Key,Ryanberg,Western Australia,2604,Australia,26/12/2023,23:39:41,Apt. 687 523 Kristin Copse,Pending,Levi's 501 Jeans,100,Clothing,1,245a5aa8-9109-4329-8a4f-a0605e32c9ad
David,Williams,tyler91@example.com,08 6323 9311,9/49 Alexander Corner,Jamieville,South Australia,8881,Australia,26/12/2023,13:02:34,849/637 Ruiz Roads,Pending,Harry Potter Book,20,Books,1,1865dc45-6b02-43a0-a359-fcd806c44a79
David,Williams,tyler91@example.com,08 6323 9311,9/49 Alexander Corner,Jamieville,South Australia,8881,Australia,26/12/2023,20:19:05,Apt. 066 125 Helen Firetrail,Pending,LG Washing Machine,800,Home Appliances,3,1865dc45-6b02-43a0-a359-fcd806c44a79
David,Williams,tyler91@example.com,08 6323 9311,9/49 Alexander Corner,Jamieville,South Australia,8881,Australia,26/12/2023,1:56:35,06/16 Alexander Court,Pending,Adidas Running Shoes,70,Footwear,1,1865dc45-6b02-43a0-a359-fcd806c44a79
Patrick,Johnson,terrancelindsey@example.net,02.1024.8882,899 Harrell Quadrant,St. Michael,Tasmania,4572,Australia,26/12/2023,18:52:47,Flat 26 23 David Deviation,Pending,Levi's 501 Jeans,100,Clothing,1,4ca9be07-494d-445b-ad07-fcf9862e1cd5
Alexander,Smith,michaelsmith@example.com,(07) 1346 4932,452 White Crescent,North Amanda,New South Wales,2619,Australia,26/12/2023,7:50:34,75/88 Ramirez Vale,Pending,Samsung Refrigerator,1800,Home Appliances,1,a86a5b44-3e39-48fa-978f-6cd91eb0db97
Katherine,Rocha,matthewdickerson@example.org,08 2325 6420,12 Gina Quays,Grantchester,Queensland,1378,Australia,26/12/2023,0:32:43,Level 4 123 Brown Junction,Pending,Adidas Running Shoes,70,Footwear,1,f13d6054-f23b-4614-9457-924c230ee592
Katherine,Rocha,matthewdickerson@example.org,08 2325 6420,12 Gina Quays,Grantchester,Queensland,1378,Australia,26/12/2023,9:33:17,Suite 927 960 Leslie Parklands,Pending,Nike T-Shirt,25,Clothing,2,f13d6054-f23b-4614-9457-924c230ee592
Katherine,Rocha,matthewdickerson@example.org,08 2325 6420,12 Gina Quays,Grantchester,Queensland,1378,Australia,26/12/2023,20:35:58,8 Munoz Brace,Pending,Levi's 501 Jeans,100,Clothing,1,f13d6054-f23b-4614-9457-924c230ee592
Katherine,Rocha,matthewdickerson@example.org,08 2325 6420,12 Gina Quays,Grantchester,Queensland,1378,Australia,26/12/2023,16:06:27,162 Maddox Motorway,Pending,iPhone 13,1200,Electronics,3,f13d6054-f23b-4614-9457-924c230ee592
Katherine,Rocha,matthewdickerson@example.org,08 2325 6420,12 Gina Quays,Grantchester,Queensland,1378,Australia,26/12/2023,11:28:56,Flat 17 86 Wilkinson Elbow,Pending,Harry Potter Book,20,Books,3,f13d6054-f23b-4614-9457-924c230ee592
Teresa,Jones,earl05@example.org,(07).6585.2496,73 Glenn Lower,Marquezville,Queensland,2881,Australia,26/12/2023,0:01:38,835 Cook Loop,Pending,Adidas Running Shoes,70,Footwear,3,a49337e3-f6c0-4094-be07-2cbf697d0ab5
Teresa,Jones,earl05@example.org,(07).6585.2496,73 Glenn Lower,Marquezville,Queensland,2881,Australia,26/12/2023,16:32:01,Level 0 9 Mclaughlin Meander,Pending,Dell XPS 13,1500,Electronics,3,a49337e3-f6c0-4094-be07-2cbf697d0ab5
Glenda,Smith,edwinromero@example.org,-18338,Suite 717 036 Olson Green,North James,Tasmania,7408,Australia,26/12/2023,8:47:41,373 Kelsey Dip,Pending,Levi's 501 Jeans,100,Clothing,1,efed2b1d-c086-4368-a011-637990a31b42
Glenda,Smith,edwinromero@example.org,-18338,Suite 717 036 Olson Green,North James,Tasmania,7408,Australia,26/12/2023,0:09:10,0 Ferrell Crossing,Pending,Dell XPS 13,1500,Electronics,1,efed2b1d-c086-4368-a011-637990a31b42
Glenda,Smith,edwinromero@example.org,-18338,Suite 717 036 Olson Green,North James,Tasmania,7408,Australia,26/12/2023,17:17:05,Flat 72 486 Ronald Strip,Pending,Adidas Running Shoes,70,Footwear,3,efed2b1d-c086-4368-a011-637990a31b42
Alyssa,Daniel,maryjordan@example.net,273155134,Suite 659 21 Rodgers Mews,Khanshire,Tasmania,2934,Australia,26/12/2023,23:16:56,Apt. 554 853 Amanda Gate,Pending,Dell XPS 13,1500,Electronics,2,036e9879-acef-4fca-a8fa-e4a5f3257926
Alyssa,Daniel,maryjordan@example.net,273155134,Suite 659 21 Rodgers Mews,Khanshire,Tasmania,2934,Australia,26/12/2023,16:29:03,3/8 Shawn Block,Pending,Levi's 501 Jeans,100,Clothing,1,036e9879-acef-4fca-a8fa-e4a5f3257926
Alyssa,Daniel,maryjordan@example.net,273155134,Suite 659 21 Rodgers Mews,Khanshire,Tasmania,2934,Australia,26/12/2023,23:48:50,38/016 Cooper Tollway,Pending,LG Washing Machine,800,Home Appliances,1,036e9879-acef-4fca-a8fa-e4a5f3257926
Chad,Ferguson,ywebb@example.com,03.9324.1592,636 Robert Glen,Leonardberg,New South Wales,2678,Australia,26/12/2023,2:48:46,987 Melissa Circuit,Pending,iPhone 13,1200,Electronics,2,b5f6d6c1-2753-4c05-8c4d-e1e4d892dcf1
Chad,Ferguson,ywebb@example.com,03.9324.1592,636 Robert Glen,Leonardberg,New South Wales,2678,Australia,26/12/2023,11:10:37,23 Andrews Path,Pending,Samsung Refrigerator,1800,Home Appliances,2,b5f6d6c1-2753-4c05-8c4d-e1e4d892dcf1
Kathryn,Taylor,schwartzalbert@example.net,(07)17322261,615 Ralph Trail,Emilyfurt,Australian Capital Territory,2907,Australia,26/12/2023,23:43:48,Apt. 293 111 Vance Triangle,Pending,iPhone 13,1200,Electronics,1,2be0d541-f567-419a-9cb0-6c13fe869394
David,White,nicholasholland@example.com,61700421018,9/79 Chad End,Markbury,South Australia,2117,Australia,26/12/2023,5:45:17,253/5 Miranda Flat,Pending,Nike T-Shirt,25,Clothing,2,4a49513c-780b-4dc8-b126-9f2055abbec6
David,White,nicholasholland@example.com,61700421018,9/79 Chad End,Markbury,South Australia,2117,Australia,26/12/2023,18:32:02,25 Jodi Ramble,Pending,LG Washing Machine,800,Home Appliances,3,4a49513c-780b-4dc8-b126-9f2055abbec6
David,White,nicholasholland@example.com,61700421018,9/79 Chad End,Markbury,South Australia,2117,Australia,26/12/2023,16:17:46,Suite 828 3 Sutton Reach,Pending,iPhone 13,1200,Electronics,2,4a49513c-780b-4dc8-b126-9f2055abbec6
